   Counter   Asymmetry      DeltaX      DeltaY
      5778  -961.48059     6.48005    -0.76840
      5779  -481.36243    30.53819   -29.14203
      5780  -636.20856   -45.43321   -24.65364
      5781  -602.84967    -0.78310   -27.99410
      5782   102.20680    29.25321   -50.62951
      5783   128.13266   -32.53057   -10.93227
      5784   965.59454    57.75806    41.24669
      5785  -713.48468    15.48656   -58.92876
      5786  1171.22632     1.06063    25.53159
      5787  1354.10303   198.53802    52.92863
      5788  -545.56561  -118.00363   -59.94543
      5789   289.99808   -74.98766   -31.11949
      5790  -230.03496   -13.85252    11.95419
      5791  -741.45740  -133.96062   -59.10712
      5792  -428.13028    62.30103   -25.60299
      5793  1017.96527    38.13246    55.66825
      5794   621.89709    -7.02017     9.51370
      5795 -1169.42981    89.02718     6.04793
      5796   796.18762   118.61719    20.73631
      5797   305.10684    74.70671   -32.15519
      5798 -1623.47852    83.20210   -12.33028
      5799   195.22501   -83.67177   -24.33102
      5800  -413.15610    18.47270    24.86467
      5801  1333.62292    54.95148    26.50437
      5802 -1329.04016   108.67379   -10.70359
      5803  -130.83588    21.08730     9.39362
      5804 -1334.47278    -7.54151   -57.90005
      5805  1191.14453    58.79992    60.68227
      5806   206.73758    23.39773    -6.80873
      5807   504.15845    36.12232    26.13085
      5808  -591.82910    63.21302   -31.19289
      5809    -3.36455    55.40869    16.47239
      5810 -1207.61499   -58.85480   -34.41977
      5811   550.83710    -3.23984     7.32778
      5812  -293.39392   -49.27846    35.77783
      5813  -397.59946    26.66863    39.64038
      5814  -631.53217   -45.52765    17.86220
      5815   595.20349   -30.33500    21.96319
      5816   919.42297    -8.30956   -37.37428
      5817   338.30429    36.43391    36.97907
      5818   367.76321    76.53620    23.70950
      5819    29.48865   100.59205     0.81221
      5820    37.67137    28.93561     5.36018
      5821 -1528.72021   -65.50401   -39.35617
      5822 -1027.50122   102.60896    14.42741
      5823 -1336.81067   -51.42780   -43.17957
      5824    -0.43738    85.86093    21.52240
      5825   649.99939   -44.70683    -6.48070
      5826  1254.85901    13.79757    65.25376
      5827  -761.74921   -15.92396   -60.91977
      5828   100.27319    79.64655   -21.81393
      5829   876.10913    40.00881    36.87650
      5830   351.97311    39.03193     8.52666
      5831    58.33445    29.55622    38.41198
      5832 -1270.05957   -35.70348   -60.95657
      5833   -89.01971    16.17227   -16.42677
      5834   561.83942    45.87172    44.07603
      5835    96.09338   -67.23879   -10.60684
      5836   258.38788     4.45910    -1.97172
      5837   302.14429    70.05251    42.59320
      5838   -87.21848    12.56339    30.20415
      5839   192.28351    12.09449    28.04229
      5840   919.47699   -40.19808   -19.24341
      5841   988.40875   -75.94950   -72.90633
      5842   814.77490   103.13625    79.72601
      5843  -556.83679     0.81115    22.12928
      5844   219.37805    75.58091    72.24358
      5845   291.55261    32.05558    46.43057
      5846   997.72626    31.08845    20.82344
      5847   -38.89226   -32.01043    -9.01411
      5848  -164.93446   -81.48052   -36.20304
      5849   798.46155   -29.50452    40.66404
      5850 -1836.70776    95.92778   -44.76666
      5851  -653.99109  -109.23103   -57.27522
      5852  -101.61856   -58.26525   -39.75516
      5853  -419.24573   -90.96524   -12.87209
      5854    -0.65436   -18.55771    -1.77232
      5855    36.44435    -0.72771    39.29591
      5856   622.31323    36.58837     1.79484
      5857 -1011.57666   -31.21207    -8.69781
      5858  -727.44373     1.42715   -44.05074
      5859   447.61475   -39.82154    32.40082
      5860  -107.77975   -52.77314    10.15423
      5861    92.47565   -29.88244   -58.31688
      5862    42.72793   -65.62659   -48.83904
      5863  -973.58069    62.33435   -12.95582
      5864    -8.45321   -53.83172     3.79418
      5865   713.90369   -39.69906    -9.83733
      5866  -620.12476   -39.23054   -28.71745
      5867   545.24133    23.51781     8.62902
      5868   -37.89845   -50.63285    31.34932
      5869  -634.66248   -15.99750     9.33940
      5870  -809.98761    22.68778    47.28379
      5871  -358.07037    76.74828     6.25999
      5872  -305.89847    56.85087   -13.44954
      5873  -745.81311    57.11908    12.04445
      5874  -171.82654    90.51340    -7.95219
      5875  -255.05353  -135.01099   -22.05149
      5876 -1134.19043  -201.60306   -43.92197
      5877  -302.57233   -19.52929   -14.46702
      5878  -979.14178   109.75661   -38.45904
      5879   301.11710    10.51017    28.91684
      5880  -840.71216   -36.94317   -27.02652
      5881   318.73520    -9.21148    17.30802
      5882  -799.44641    -4.90432   -22.81264
      5883   -65.91392    20.93613     5.57058
      5884  -334.62427    29.19728   -10.56901
      5885  -311.20316   -89.91933   -17.31565
      5886  -426.56946   124.45985   -22.60052
      5887  -894.61609   -32.69363    -1.94512
      5888    23.41622  -191.10960   -51.73298
      5889   305.80426    27.18600    21.41624
      5890    89.85032     0.38767     4.73680
      5891  1293.51794    64.32452    32.74099
      5892   368.47501   -53.92653     1.57661
      5893   306.48956    71.74837    21.88564
      5894  -923.89905    16.11661   -12.91893
      5895  1211.51025   -19.12242    13.55576
      5896 -1125.41809    97.12364   -21.65417
      5897  -842.55029   101.29076   -14.69449
      5898  -309.14243    48.70942    45.64260
      5899  1347.12610    37.96088    63.05992
      5900   884.53546   -64.39788     5.04475
      5901  -116.41665   -60.43989    33.05033
      5902  1574.18945    16.94628    56.21375
      5903  -667.14899    -7.44942    43.26235
      5904  1190.57300    -8.29100    63.22022
      5905   296.25909   -20.54722    41.98100
      5906   631.12018   -83.28264    -8.72864
      5907   465.89023   -89.21453   -14.23234
      5908 -1096.42493   -36.43281   -19.99863
      5909  -565.60968    64.65421   -32.99572
      5910 -1994.08167    -5.59021   -59.82549
      5911 -1134.10767   -78.16966   -42.44537
      5912   504.77286   -24.13084    -8.10690
      5913   343.88821   -18.51703    13.12356
      5914   -60.60522    11.06709     2.31174
      5915 -1062.85181    33.19352    11.92383
      5916 -1493.59412   -56.24886   -83.62460
      5917   122.75994   -60.71463   -22.24467
      5918  -168.66541    14.43804    24.25730
      5919  -800.35364   -18.59548   -29.43823
      5920  -415.91083    38.17884   -50.49129
      5921  -664.61865   -42.20061     1.08594
      5922 -1509.01978   -36.50689   -51.10776
      5923   829.56378   -69.28640    23.88243
      5924  -114.10561   -11.44630    32.29078
      5925   558.55243     6.49638    13.70062
      5926  -889.08380   -30.49668   -27.37060
      5927   807.11011   -38.79844    -9.33617
      5928   -64.17667    22.50415   -10.05173
      5929  -916.05267    74.75105    -5.16170
      5930   600.93066    53.57046    34.31488
      5931  -700.97241    22.19345    22.15102
      5932  -824.78760    56.09466   -46.43993
      5933  -750.08752   -74.67406   -52.21763
      5934  -177.85680    81.38700    59.82198
      5935   462.27252    -9.63515    20.91238
      5936  -337.74701   -30.30554     4.28419
      5937    79.58917     8.41177     9.01769
      5938   901.64948   113.19260    30.96111
      5939   187.69273    65.35874    21.75378
      5940  -465.71426    76.64527   -20.77009
      5941   852.58929    38.00963    38.86739
      5942 -2001.15173     0.38184   -85.36610
      5943   992.47626     4.84597    35.71891
      5944   646.07941   -23.82627    -1.49153
      5945  1690.02246    72.80406    49.41942
      5946  -253.42348    85.16240    -5.48934
      5947 -1226.10486    24.09554   -53.98740
      5948   763.21875     2.23460     8.73199
      5949   708.75598   -15.33369    16.49182
      5950   239.76276  -100.17032   -38.28044
      5951   510.00592   224.17918    70.77930
      5952  -563.26648   -31.42906   -31.29363
      5953   885.49426   -83.15121     4.19176
      5954 -1034.37158   108.14875    17.18246
      5955  -404.32303    -9.34752    23.84121
      5956  -633.53296    11.17371   -20.10423
      5957   683.67249    21.12549    23.95174
      5958   539.21039    19.44959    15.37135
      5959  -215.30516   -51.97705    -9.28386
      5960  -318.11264    20.41763    37.03946
      5961  -283.15906    65.89038    42.87664
      5962  -527.58264    91.27269   -19.29392
      5963  -131.25926    24.35765     6.99908
      5964 -1553.53406   -32.59203   -17.26513
      5965  1203.29980    -7.81504    55.44402
      5966  -215.02969   -35.16129   -34.31453
      5967 -1340.75354   -51.20912   -32.60797
      5968   394.27045    13.76529    39.93137
      5969   631.07251   -38.23120    23.80410
      5970   400.73874   -26.76609    22.47345
      5971  -198.92220    17.85916    20.93459
      5972   899.62665   -31.37644   -17.47560
      5973    26.09038    73.86761   -19.78454
      5974 -1259.59290    18.08072    14.41326
      5975  -515.16217   -67.70503   -16.55422
      5976  -889.55688    75.69715    -2.85495
      5977    47.38263   -67.32896     7.88429
      5978   492.45532   -35.81030     0.77616
      5979   776.02094    10.07940    39.73333
      5980 -1816.34766   104.65192   -20.04634
      5981   711.11127   100.28614   -13.73627
      5982  -339.67749   -93.88702     3.13190
      5983  1326.72009   -42.57573    31.14722
      5984  -280.34973   -27.96885   -17.54898
      5985   695.75482    11.81847    14.42356
      5986  -456.09378   -41.96983   -42.54677
      5987  1054.92810    -2.59375    38.26356
      5988   407.84201    -7.24950    39.06157
      5989  -216.25423  -134.82709   -54.43122
      5990   484.75375    11.34181    40.79591
      5991   663.49689    66.71536    12.98497
      5992  -208.14679   180.91368    22.49752
      5993 -1125.93286   -32.90382    -5.99774
      5994 -1103.34753    71.73665   -23.99529
      5995  -477.31744    95.28027    31.05055
      5996 -1057.22205   181.07826    12.05642
      5997   283.63455    87.98073    27.50263
      5998   587.80182   -44.70535    -9.47023
      5999  2111.76782   -44.68980    34.87435
      6000   917.16223    34.60098    16.05070
      6001   580.09625    10.22905    47.58140
      6002   800.84131   -81.52419    30.98955
      6003 -1024.97388    64.43310    17.70453
      6004    83.04476    21.34792    39.10544
      6005    28.31795    34.62135    24.42030
      6006 -1587.42651    64.25751   -24.02795
      6007 -1505.62195    35.46655   -17.85132
      6008  -278.88754   -20.22803     1.14971
      6009  -989.56091   -21.30756   -33.20160
      6010  -200.87984    43.89686     6.09497
      6011 -1652.87805    68.33447     3.50332
      6012   467.83105   -81.48096   -11.91255
      6013  -704.56799   -52.72357   -25.06214
      6014  -559.22614    56.74302   -33.81791
      6015  -153.23795   -32.61756   -38.04641
      6016  -417.74768   -33.10072   -25.12022
      6017   499.29678    -6.97606   -18.44525
      6018  -451.43243    53.69952    -6.94407
      6019   -72.98540   -21.19009    -5.76653
      6020  1450.00977   -49.00868    27.31635
      6021  -135.10472    56.02242    10.52697
      6022   108.99398   -13.64668    -6.04667
      6023  -945.10065   -40.87865   -66.65919
      6024  -547.86072    41.75188   -29.46730
      6025   -61.77429    55.92478     0.45340
      6026  -410.13449   -43.69944   -21.49018
      6027   919.07391   -16.28523   -13.76132
      6028  -645.10114   177.33868    46.28733
      6029  -308.80524     6.87843    18.85675
      6030   194.86317   -34.29323    -4.17855
      6031  -578.51508  -166.64874   -52.68810
      6032  -632.21967    87.26349     5.47988
      6033  1257.59143   -49.74139    15.49406
      6034  -300.98233    17.96495    24.06276
      6035   259.61258   -23.86673   -36.47974
      6036   -59.35693     3.61257    41.08077
      6037  -119.99093    -2.58040    23.57355
      6038   113.40176   -16.21976    10.87930
      6039 -1539.03491   -43.50125   -50.30702
      6040  -320.50937   -97.46327   -31.98513
      6041   817.38623    25.69572   -22.49272
      6042   -54.80037   -63.97747   -14.04448
      6043  -251.47079    15.35450     6.83849
      6044   266.51950   197.38443    55.83777
      6045   476.00452   -15.10607    38.08623
      6046  -589.65979    25.24658     5.34475
      6047   360.96411   -54.53032    14.88611
      6048  -176.36856   -15.96447    -6.57420
      6049   337.78363   -45.00214    16.45197
      6050  -446.73624    11.18185    18.73903
      6051  -684.34363    10.60241   -53.37505
      6052  2163.24585    69.02796    66.29448
      6053  -776.08386    37.72278   -12.34573
      6054  -572.03760   104.30510     3.53764
      6055  1276.37695   -38.46321    31.01772
      6056   383.70929   -41.58712     8.58899
      6057 -1656.27551     4.57649   -33.42334
      6058  -180.89391   -76.95524    25.02502
      6059 -1385.96338   -22.39531   -20.51401
      6060  -415.81198    -6.38602   -15.64033
